一	二三左旦丁刁下上于士干不天王且丘本甘石百
溯	冈逆塑湖潮钢岗崩洋洪港漓满纲滩汉溢沟滑漠清蒙
滓	辨办辫宰瓣辩僻避辛薛锌辜辟辣辞霹
溶	熔榕蓉浴容滨欲却滓泞沈泻汁脚裕俗谷
源	愿愿原泊涉汪汗污汤潦鸿酒河江隙潭潜滨白泉
沟	构购讲称拼并屏耕阱并井
灭	减喊威咸碳戚御茂渗不禁祭票祟宗奈
溺	弱侯弥诡桅脆涛歹涨河跪没汽多危
温	瘟酝溢滥偏盗遍沦锰卢仑
滑	涡猾骨过锅祸蜗朋滔净淫深清浮沉乱棚窝崩受
准	淮汇焦集崔售椎进推堆唯锥截雇只双奋蕉雀坐稚催
溜	榴馏瘤留贸铆柳潘聊刘沪泪油卿
沧	抢呛枪苍疮舱仓海洽沦汽创食饰伶涤
滔	稻蹈淫沉舀焰深净浮臼溪浑桩陷滑馅泻洞阎旧
溪	滔浑深净淫浮沉泪鸡幼滑滋拗洞
煎	剪箭前蒸燕蒂氮菜蕉芜烈莉荆削刺制
烟	晒西酒酷醋烦酣酥酗配酌丑墨医蘸
烦	显愿顿颁颂顽硕项须顷顶颊频头颗类
煤	媒谋某柑钳甘虚芋烁酣甜嵌烘于
炼	练拣烂柬澜拦栏兰东米粪栋鱼炎
照	昭召沼招刀超绍熙烫炎分京谈初叨
煌	惶蝗凰皇线旺绵润斑班腺棉栓锦拴柏迫泊
焕	涣换唤痪踊勇燃琼懈焰澳懊袄炊
煞	灸熬灰然痰矢久欠炊疾炎疚矣钦燃恢枚知坎吹
爷	椰聂梆父邦廊闻茸声爸斧绑挪娜哪郊掷摄镊
狮	筛师佩猴帅狗狐狂猩猜狱犹狼狭狸狈狡狠犯猿猾
猿	远辕园袁哀猖狸狠狗狂猾猩猜猛狰获狞猎狼狐
猾	滑狰猜骨狈过涡祸猛猖狞锅猿猩蜗独获狼狭
瑟	琴密秘泌蜜必玩王瑰琢斑理班
瑞	揣喘端而耍耐斑班璃琉环
当	党棠掌常尚裳尝赏当堂挡档裆铛肖膛
畸	椅崎倚寄骑奇荷啊可河坷呵何苛
痰	炎灰淡氮恢然毯燃荧谈炒煞熬
盏	盖蓝篮滥监磕仑皿册栈浅钱舰
盟	盅监盔益杯荡扁孟皿册栅盗盛盈珊
睛	晴清情靖精猜蜻请债青睁睬瞎积
睦	陆瞧目睛睬睁瞄瞒瞳盼眶瞎陵眨凌瞪瞬瞻
督	渺眷省冒盲眉看相叔寂算篡目椒淑惧
睹	赌堵诸着暑屠奢绪署猪者煮
睬	睁瞬困目睛采瞄瞒蒙睦瞎踩眨瞳瞧眼盹相
睁	睬净挣狰静筝瞬争睛瞒目睦瞄瞧蒙盼困眶
矮	萎秦委痢矫矢短榛潘播知俐透矩揪锹
碎	粹悴醉翠硫卒伞磅礁础歌砍石
碰	碘并普研磁石碑硕硝歌朱确砰砍砂
碗	豌腕惋婉砖宛硫碳磷砾歌砍石碎磁碟碾磕
碘	碰典硕硝确研磁石碑砚歌朱砰砂砍
碌	录绿氯剥歌研砍砾硝砰砂石泵
碉	调周稠硼绸砸砚确石铜桐洞碘硝礁周
硼	碉棚朋石砚崩硝铜桐洞筒泵受砌鹏碘硕歌确
碑	啤脾牌朱卑砰砂石
禁	宗奈票祭御祟襟示矾焚三碳楚二不灭棕耘隶杯
万	厉迈苗藕薯愚寓茵茴英梦甲巾遇偶励
禽	擒漓仆璃企位住傍停侦倍依仿每乞崩人亿信储
稚	椎杂黍禾进淮推堆唯锥秋和私种稍雅雄租
稠	周称碉绸调稻租稳和禾稚稍秧秋私程稿周番香委
禀	回凛茴菌苏禾蛔榛透徊裹番香委诱和私
窟	掘倔窘屈窖窝窑窄空窜窒突帘究洼窥出
筷	快决笋也忽诀缺筋箱符柒宅忿竹池托弛她地他
节	唧卿鲫即昂迎抑仰铆柳脚概溉慨孵聊御印
粱	梁屎糜米迷咪粟蚤气粥怜粒粗料籽磷鳞
粤	朽巧夸聘污乎亏悉呼畏窃米愕胯蟋垮糯
经	轻径茎氢丝红给综纤缅
绢	结丝绍绒络给缓绷组细纳绳纲绸
绑	梆丝邦缝绊细纽纠绣绒绩致缎纵纤绿维绪绰缅统
置	矗植值殖罩买直骂众罪罚罗还
罩	掉悼置买众罚骂罪卓绰罗楞还
罪	菲徘靡排啡匪诽非罩罚罗置买骂众
署	薯曙着暑屠奢堵睹诸者绪赌煮猪
义	仪蚁俄议我蛾饿羔美姜对善羹鹅牺
群	详洋祥鲜君裙搓羊氧
圣	呈锯逞望居窖程任造浩廷
聘	污亏宙夸聂轴耽朽聪联职袖耿耻油抽取巧耳笛
肆	套津律建笔肄屋握健键刁叼帚云
肄	建津律健笔肆键布启牧改比俺雌矢匕
腰	栗迁要价粟栗贾复袖肛娄还环千亚
肠	杨扬场阳畅腥伤汤袒脆坦但逐
腥	猩醒星铲生隆牲性姓笙肠产甥猜晴拜
腮	思雷虑囤聪葱擂朋月蕾甸憾胎
脚	却唧仰欲溶熔榕蓉铆御柳迎抑聊卿鲫卸裕浴俗节容昂命
肿	董种重冲动懂脾肌脉里千舀军冗里狸埋哩
腹	复复胳股脸反腋返板扳肌夜各冬冗
腺	线帕泉泊迫柏拍怕伯鹏白煌棉惶锦舶
脑	恼腊巡猎蜡巢灾囱奸
舅	虏甥臼鼠男舀阎旧力滔焰稻陷桩茵恩劣另筋胁窜身动
艇	蜓挺庭舟舶舵舷船航艘廷舱舰涎
蒂	啼缔蹄帝席常满瞒希幕篱巾滞棉锦砸怖布
荤	晕轰运浑挥莲辉军裤链车撵库连轧菜载轴软轩阵轨
落	搁露菠洛藻各茫荡范萍蒲蓬菱阁客反路略胳烙格
葵	澄灯橙登严疚歉钦瞪炊坎吹
苇	围违伟纬韩拿笨韧本卫梧晤讳捂悟
葫	苦湖糊胡蝴胡居古枯沽姑固咕估
叶	碟蝶谍世芯葬菜茶药蕊菊苟茉芍
葬	脏苛莽叶黄蕾华芋荷荆茎豆芽嵌丁惜哗桦
葛	竭遏渴揭喝褐谒意莫慕募幕墓蔓暮摹昔蔼
葡	芍蒲甫芯补脯铺浦捕圃哺苟薄荸
董	肿种懂重冲动芹莲荤葱里千
虏	舅肤虑甥卢虐虚虎男滤庐芦炉处
号	唬虎沉递彪据滤炉驴疟
蛹	虫通桶痛诵蚓蛆蚌虫蛾蛙蛔蚯蛀蚪蚊蚂蚣
蜓	艇挺庭虫虾蚓廷虫蜘蝌蛹蛙蛀蚊蜈蜂
蜈	娱虫误虾蜗蝉蝇虫蜂蛤蛉蝠蚣蟆螺蛔蚊蜓蜘蚓吴
蜀	浊烛独触甲署罢钾鸭押匣闸卖曼
蛾	虫蚁蛛饿蚌俄虫蛙蛔蛀蛆蚯蚊蚪蜂蝙蝗蚣蟋
蜕	脱锐悦虫税说阅蚣蛔蝇虫蛾蛙蛛蛀蛆蚯蚊蚪蚌蚜
蜂	锋峰虫蚌降蝙蝗蟋蛾蛛蜈路蜻蛇逢蟆饭蜓虾蝌虫
衙	衔卫衍街冲术衡行征径徐微彻征御徘很徊律往彼得待
裙	窘君伊佑群初右路略胳烙格洛知蜘吝吞
补	脯铺浦捕哺圃辅搏膊博傅甫缚蒲
装	裁依裂袋制袭衣裳玷斑璃琉迎坊坑
里	埋哩里理狸裸袖鲤嘿童黑由量墨
裕	浴俗容豁谷溶熔榕欲却蓉脚顺铅钠锥
解	懈招蟹赖昭沼初叨勇分超绝绍切刀盆忿券岔
该	咳注访诈谁许核计谅识让谜
详	谦谨询注诅诈许课谁诀讨讯记计订谋诺谱
试	诫志认讼诗谈请谊谋谍谓识诚询咏诅讨计
诗	志读谢讨诫讼试认谈谋谍谓识注课诀谁计
夸	胯垮跨试诡志语认诫愕谊谈请讼谋诺谓
诚	诈咏访讨记计诫详话询注词诅诉课谁诀许
话	诈诉许讯计详诚询注评词诅课谁访诀
诡	记脆桅跪证讯试诗夸志语认诫误诱谊谅
询	详诅诈注诀课谁许讨讯记计订谍
贼	贱贮贝贬赔赠赃贿贴赌败财则赂赊赐购赎账贩赚
资	姿咨瓷贵责货员侧贾赁费贷贯贡赘赞贺买贸贤质厕狈
贾	价栗要粟费贵买责贯贡员复资贸质货赞迁
贿	败贝贴贩赌财账赚贼贱则赂贮赔购赠贬赊赐赎员
赁	货员赞贵贷责贯狈资贺买费贸贡赘侧贾贤质厕贝测溅
赂	贩略胳烙格洛路酪络骆客赔阁
迹	趾蹄足跟距跛趴亦奕跋跑跌跺跪践
跟	足距趴踢踏跋跑跌趾踩践
跨	胯垮夸愕跪踊足跺踢踏踩践蹄踱蹂蹋蹈蹦蹲
路	酪略胳烙格洛赂络骆阁客各
跳	逃桃挑姚趾兆足趴踪迹跟距跑跌跪
跺	踩蹂跌趴足躲踏践蹈躁跛跪踢踱踊蹦蹬蹲躏跟距
跪	脆桅诡踊蹂蹬足危跨跺踏踩践蹦跷距
躲	躬身跺躺朵躯毁役穷殿壳谷般殷段股投肌枫咒冗
较	轰校轨咬轧车轴软轩狡辙辅绞
载	轰库军连阵裤范车辈轧转惠栽莲荤晕运轴浑挥软轩轨链
辟	僻避辜锌辞宰霹辩办辛壁臂辨瓣辫劈薛
农	浓脓曹曲尊甚辰堪晨唇斟勘振礼
运	浑挥辉荤晕轰链莲军裤连撵车轧库遥轴软轩阵轨载
游	游享旁芳房漩肪妨坊仿防方访淤纺
道	首导自逆咱算眉省送楣媚边篡遂备狈目
遂	隧送逆立萄芯道遭达进泣拉垃位竭遵迈避辛卜意音
达	羊主洋差遂详进祥逆送鲜柱注拄住搓
逼	福幅蝠辐富逗挡当档裆铛言遣这副卜违迁谓课迂石上同
违	伟纬韩苇围拿韧笨这讳本逼遣逗梧晤捂悟卫
遇	偶寓隅迈愚藕还万回厉怀坏逻甲巾
遏	渴揭喝褐竭谒葛歇退蔼惕锡意
过	涡锅祸蜗窝滑猾遣造乱骨高蹦朋周膏
遍	偏蝙编篇扁邀盛匾肩滥房篮溢温猛泪锰
逾	偷榆愉喻输愈途伦迄沦抡
酬	洲酸酌丑酣酥酗配酷醋酪酵醇醉醒酝酿
酪	酷路略胳烙格洛赂酸络酥丑
钳	柑甘酣甜煤媒虚某锤错锚嵌谋芋
钾	押甲匣卖闸曼独泽浊择烛曙申薯
铅	沿锐船铭锅铝谷金麻裕错钱浴锚俗镐松
钩	拘苟狗钝钓驹够出句钧包恭袍针胞炮泡抱咆铅金
铃	伶蛉玲冷龄零令吟侈捻黔钥多今
铆	柳聊卿留溜榴瘤御刘迎抑仰贸脚孵唧馏节昂
闸	门闲间闷问闪闰开闺闽闻闭曼甲钾押匣
隘	溢益阱港陪陆锰阻赛隔陨遍温隙障际
隔	陋陌阿陨陪除险隐阻隘阳隆隙障际阴陶陷陆院降
陨	损韵圆赏员溃遗债惯价钻
雷	电蕾擂需腮霸忧青汇儒懦糯苗页而恒优扰蠕坝
电	雷蕾擂需霸忧儒懦汇页蠕糯青奄而顿颂腮烦硕
雹	苞袍胞炮泡抱咆跑包饱刨需而儒懦蠕糯
零	霉霍雨伶云霎铃玲冷灵雪霜霞蛉
靖	晴清情睛精猜蜻请青债积立端绩责音
靴	鞭革花秋靶讹鞋勒鞍批千鞠化
靶	革鞋勒鞠鞍靴秋缰千肥爬把吧鞭芭
预	顶颂烦予顽顿颁须项颇领硕顷颊频头颗类显
顽	顿烦项硕顷顶颓颂频头颗显预颁颇领须颊颈颖题类
顿	顽吨颂烦硕顷顶频颓颗显颁须项颊头颖
颁	顷频颂烦须顿硕顶颗颜显预顽项颇领颊头颓颖额题愿颠
颂	顿颁烦领硕顶顷频颗显预顽须项颊头类颠
饲	饵饱饮饼蚀饥饭饺饿肴馁
饱	饲饼饵饮饥饺饭蚀饿肴馁饰馆馅馒饶饥
饰	馁饮馆馅馒饶饥饵饼蚀肴饥
驰	驹马驮驻驶驳骇骗驼驯骆骏骑骚骡骄验骤驴驱
驮	驳骑马驶驰驻驹骇骗驼骆驯骏骡骄验驱
驯	驶驮马驰驻驹驳骇骗驼骆骑骚骡验驱
鸠	鸣鸭鹃鹊鸽鹅鹤鸯鸦鹉鸥鸳鹰
鼎	目睛眼眶眠瞒盯睦睹睬睁瞄睡困瞎盹瞧
鼓	彭吱肢枝技妓歧树厨冬澎膨支喜嬉
鼠	窜臼舅舀阎旧亡滔焰陷稻桩举芒忘妄与身馅
僧	增憎赠层曾倡醋借槽遭俗份会鹿
侥	挠浇晓烧跷绕饶佳侍
僚	嘹撩潦燎辽缭疗了佑傻倚俺布仇刹
仆	扑朴供并共借俗仅备烘哄拱洪基异恭谷
像	橡豫像你仔亿仍乞们伯他代仇杰侯侈健
侨	娇桥矫轿骄乔搞稿镐篙蒿吞添舔妖沃笑奏
兢	克克兄况祝咕嗅竞古宫税故枯胡姑沽估熄舔媳唬沉
凳	登澄橙灯瞪蹬痘岂合邓凯证盒拿丰灸久短逗
划	副刷到刑划列刊剑刽剂割剩剖刚剥刹剃削则刮制
厌	压盟痪百明奥厚焕唤懊换澳涣袄
嘀	嫡摘滴适咬商六呜咳啼嚎啃吭咙哺哨哄咱呐吐滚嘴
尝	当掌棠裳赏常党尚堂稽肖当旨膛挡敞档脂削裆铛
嗽	漱喇掀嫩吹速欣懒辣束久嵌
呕	岖枢躯驱区品噪操板欧鸥殴呢嘱咖
叹	汉摊滩瘫艰难咽哄哎嘶豆啸唯呻听吹呐吐叫
嘉	喜茄咖加台袁吉哎荔架嬉壹豆另
团	传砖转专团栽博遵府寸夺膊厨搏蔚傅等褥穗符时特
图	回占圆惦嚎哼嚷店沾点站玷帖京豪诸贴储逞高品亭亮
尘	丽鹿庇比昆屁能批洒晒
境	镜竟培垃暗亿樟忆障音焙接倍竞意章
墓	莫慕摹暮幕募昔寞葛蔓萌摸漠模膜意草音芭错惜措蟆借
垫	挚执丸孝堵墅爹轨势热痛麦究多宛夷夕丈九哮铁
墅	野序予抒多畴垫预舒豫侈型墨爹矛移埋
寿	筹涛畴铸祷云云耘坎虱至虫强蚓
梦	蔑萝还爹爵环楞移侈逻锣
夺	奋侍等时恃持集寺特对鸡封待蕉旧崔符府传诗椎进锥雄堆唯
嫡	嘀摘滴适商六妨滚嫌姆姐如交女脊奸
嫩	收嫉嗽漱橄撇撒傲喇做邀速
孵	卵铆卿柳即聊印节唧却卸刘御鲫刷迎抑仰贸留昂
寞	摸漠模膜蟆莫墓慕摹暮幕宽募昔
宁	拧泞柠狞亭密耻蜜愉愈恐十勃
寡	烦嚣硕顿颁颂频顶顷颗显颇领预顽颖项须颊头颓额题类
寥	胶谬折耀跃习翠翼翁塌嗡翰
实	惯贯赛宝圆赏贫损贝债价溃陨遗钻
寨	塞寒赛暴异共烘哄拱洪供港案基恭嘶撕溢隘
寝	庄蒋浸侵状妆壮夜候霞虾将没疫又暇殿壳假杀
察	际崇祭蒜赊棕擦综膘捺宗漂标襟
对	封寺村肘付时恃持侍等尉射特寸夺尊羔姜美守
屡	篓搂楼缕娄申坤呻匣伸神鉴甲由绅
崭	惭渐斩晰逝浙薪暂斤嘶撕芹析近听折匠
岖	呕枢躯驱区操板欧品鸥殴噪眶
币	弊别鳖毙布布敞帝帘吊厂蔽希撇怖
幕	莫墓慕摹暮募稀蔓葛昔布萌寞蒂希摸漠模膜怖布
幔	慢漫馒蔓帽幌曼帜幅帕巾幢帖
廓	郭墩廊敦店享淳爷榔椰绑惦梆挪掷娜哪
弊	别币鳖毙蔽敞厂撇敌散撒肖矢撤澈屑宵疾尚矣瘩莽销短败梢
别	弊鳖币毙敞厂蔽撇敌散仇撒肖矢撤澈削
彰	衫形彤杉影彭彩彪樟章障草音
彻	撤澈微辙霉往征徙衔徘御衍徒从徐待
愿	愿源原愁您悬白隙怕凭闷悉恳息怎泉凤惶柏迫拍泊的伯
态	熊摆能罢昆庇屁批比觅息见视
慷	糠康勾勺憾匀逮慢惦愧钓怯忱灼惨州划
慢	漫幔蔓馒曼惕悍旬曙悯惜怀慷恨甲
惯	实贯损圆溃价债陨遗钻赛积绩韵贝赏贫
惭	渐崭斩晰逝浙撕嘶斤暂析近折听薪芹匠
惨	掺渗参残惦勾勺栈钱浅廊贱践憾咸盏匀
截	雄惠崔栽虽雇专椎进锥推淮堆唯准载裁霍应奋蕉维憔
撇	厂蔽撒敞撤捎挡澈挨别弊敌散撑彻嫩傲橄做邀销梢悄
摘	滴嫡嘀适扑商挤拉拄抖六掉扯搞掠接抗撤拢
摔	蟀率掖搞拥擅掠攘抗扑撤摇掏悴挨抖粹撞碎接撵掉挤拉拄拇
撤	澈彻辙撇撒挨厂敌蔽邀敞散埃唉
搂	楼屡篓缕抽娄押申坤呻伸神拂
折	习胶耀跃谬寥塌嗡翰翼翁
摧	催携惧崔推扎摊瞧揣雏雌汇
掺	惨渗参残抬扩挨找栈钱浅廊贱践
敲	高搞稿镐蒿篙膏豪乔亭侨娇桥壕嚎停占寇
旗	于族旋旅施放其方箕期棋欺仿淤簇簸
畅	阳杨肠扬场申袒坤呻伸神伤绅汤得坦但娄
榜	膀傍磅螃谤旁楞肪方妨坊仿拢咙胧庞宠房芳笼
榕	熔溶蓉容棺欲却棕柠脚裕浴俗谷枯
荣	荧劳莹萤营莺菜采捞唠采棠睬炎肖踩
构	沟购讲耕称拼并屏阱并井
榛	桩棒秦凑揍奏矮捧痢禾禀菌苏楔播秋和私揪番泰春香委
榴	溜馏瘤留柳贸铆聊刘杉卿
槐	愧块傀鬼瑰魄魏魂柏材机几丑才么魁株板析刃魔
枪	沧抢呛苍疮舱仓梅检榆栓创食饰伶
歉	兼钦欺嫌廉欲炊坎吹歌赚软亩砍欣玖次葵疚
歌	砍吹欲证欧石钦炊玖坎次碌确款欺硝亩破砂研欣
演	滨汁凄沽沛江溶渐浙士
滚	滴六漓凉流济泣注沾淑淳液滤嫡
漓	璃凉淳液禽擒流滚滴济泣沾注溯淑
滴	摘嫡嘀适滚商济沾泣注六漓淑卤涉溢凉流
漩	游淤旋游肪妨坊仿房芳防簇旁访纺础方
漾	样泳永仪糕膳蚁议牺对咏窑漠满沟港滋泛灌
漠	摸模膜蟆寞满莫滋蒙灌墓暮摹慕
漏	雨霍雪霎云霜零震霉霞霹灵
漂	标膘蒜潭票棕捺襟崇综赊际察
汉	滩叹摊瘫艰难满洪洋冲漠港蒙涤溯
满	瞒席滞漠蒙怖布汉巾蒂英滋棉啼锦灌希
滞	满怖布棉瞒啼锦带希绵缔饰蹄忱砸巾蒂常席布
漆	膝沐渣淋黍湘沫决椎枚漱潘嗓渡澡深净浮浴栓洽汽
漱	嗽掀嫩喇速欣懒辣澄束久嵌
渐	惭崭浙斩潮晰逝撕嘶斤暂析近折听薪芹匠
涨	张长胀帐弥账浸没溺溉涎汛潜污刁
漫	慢幔蔓馒曼瀑汤渴湿混涧浊泽曙
澈	撤彻辙撇撒激厂敌蔽邀散敞挨埃唉流
漪	河逛畸椅崎倚寄奇狭凑可岳
沪	泪遍偏炸昨妒吧作窄邑
渔	鱼鲁鳖淡澜鲤涣鲸没鳍汛鳄
渗	掺惨浅参残治渡灭减栈钱洲廊贱践滋
涤	条附沧沦海洽汽袱咐滩汉淮休仲除悠茶
卤	卤咸碱济注泣沾浅滴涉渗滋滤流淑溅盐
熔	榕溶蓉容欲却脚裕浴俗谷豁穴综绽驼鸵缩缤烤
熙	炎毯照巷杰灰癌局包峭炮加
熊	态摆能罢昆庇屁批比觅见视
熄	媳息嗅钻虎少沉炸炒臭煌唬烙兄鼻赞忌
荧	荣劳莹萤营莺痰炎捞唠燃淡
尔	弥弥燃杯肖不尽劳捞唠销然敞硝尽梢消捎悄峭屑宵哨
狱	岳辩罚蔼诚咏诫试诀讨计讼讹谜谢训诵诬详话询
琐	锁珊斑班瑰理现玷玩玫玖王
玛	码妈吗蚂冯闯骂驾马惊驻驶驹驰驮驳
瑰	块珠班王槐愧傀斑魂魄琅球理现丑玷玻珊玫玖
疑	拟凝碍丸爹执比夭夕匕痛多雄沃妖此外
疟	据庐芦些虚虐唬滤炉
疯	枫飒讽飘风疫台刮咒冗疼肌处凰佩几殿跺躲壳凯杀殷
痪	焕涣换唤勇踊希疚懈奥痛厌夷友九澳懊琼袄
尽	尽杯仑盔盖盏瘟篇卢蓝盆篮贵蝙盅皿册磕温溢遍隘
监	蓝篮滥舰盅扁忍盏盟盔盛益盈杯孟盐盖皿册栅
瞄	瞒蒙目算描瞳锚困睬猫睛睦睁瞎瞪瞧眨睡眼
睡	捶唾锤垂邮盯睹眼盹盼瞄眨目
磁	滋慈砾碾碘碰碟砖硫研石
碟	谍蝶叶砾碾石磁碳磕砖硫礁矿碘碰朱研泵
碧	磨皇拓司答言筒石瑰煌惶泵凰合歌铜碉硼蝗硝减
碳	硫砰礁砌石碟碾碗灭矿砾硝砂研禁御票祭祟炭
硕	头烦顿颂顽频项顷颗顶额显颁颊须题愿颠颤嚣
福	逼蝠幅辐富祸挡当档裆铛祠礼祷神祝祖祈社
祸	过涡锅蜗窝祖福视猾滑祠祝社
种	肿董冲重动懂秩稚秘科稍租秤秋和私程秒禾番
称	稠稻稳租构程禾稿沟秆稀穗秽秒稚稍秧秋和私番香委
洼	涯窒空窑窖穷窃窄突帘究窝窟窘崖浇
窝	锅过涡窘窖祸蜗窑窟空帘窜窒窄突究洼窃猾滑
竭	遏葛褐渴揭喝谒意音暗章亿忆竟
端	揣喘瑞而耍耐靖立音竭竣站飒意童章竟
管	棺官馆刮舌活括恬甜篙宫阔古千舔
箕	簸棋其期旗欺甚具甘堪俱
算	篡省眉瞄瞒看冒箱自目楣媚相蒙眷盲首咱
筝	狰净挣睁争静筋筒算篡荣等菜受奥竹自血凸胀朋向
粹	碎悴醉翠料粒糙卒伞米精糕糟粮粉粗籽糊
精	晴清情睛靖猜蜻请积青债糊绩米
绽	综锭缤缩绒丝绪绢缔纬缓结给提堤
综	绽棕缤缩崇丝蒜绒绪纬缓经绢
绰	丝绞纺纹统细掉悼纤织维绪绊组绣纱纯纽纳纪
绿	丝录缘碌纠氯组细纽维缅绊缕纹纯级纳
紧	肾坚贤竖丝紊系紫絮繁累索素系罗哟蕴辫
缀	桑丝络终级纽绽综绵绢纬编线缓缔
网	纲绸丝组缓绢细纹纳纠纤
纲	网绸钢丝缓组绢细纳纯纪岗
绸	纲网周丝缓稠碉组绢结
绵	线棉锦缔帮编丝绢络终总纸缴
维	丝纳细纽罗绊组绣纱纹纯约纪纠结给绘
绪	丝细堵纹缩绰维睹诸绞绊组纯纽纳纱绣纪
罚	蔼狱罩训辩罪罗置买众志诫详询谈课谁诽谓注咏
翠	翼习翁碎醉塌悴寥粹折胶嗡
闻	闯门闲间闷问茸闪聂闺闸闰开闭耳
聚	骤众医伞汇纵踪从耸尿卒来巫夹坐涤俭淮侠
腐	肉府俯瘸付符咐附专寺守内寸钠侍肘村呐
膀	榜傍磅螃谤旁肪胧楞方妨坊仿拢咙庞宠芳房笼
膏	高豪亭毫蒿篙乔京搞镐烹亮享赏稿嚎
膊	搏博傅缚脯补铺浦捕哺圃肘将辅甫
腿	褪退堰银眼根恨痕跟脐狠限腋丹胧髓艰很肪良
台	台吉喜袁嘉肚豪高亭售告周碉捐
与	举誉屿臼六舀身交滚滔鼠焰兴舆商儿滴摘嫡嘀舅
舔	添舌甜刮恬活括笑侨娇桥轿沃妖阔奏
舞	侈多爹移宛无麦夕铭杰挚茅名令麸抚外
蓉	熔榕溶容欲却脚谷裕浴俗苦荸蘑穴葫豁
蒿	篙搞镐稿高侨娇桥矫膏轿骄蓄豪亭敲壕嚎停
蓄	畜荒芒玄炫弦蒿药莲慈慌舷蒂菩芦荠蓬茫
蒙	朦蒙檬菜蒙荤前且莹煎壹剪蘸同筒巫丙铜桐洞
蒲	薄浦甫簿补铺脯捕圃哺萍葡荡茫范藻膊辅搏博傅
蒜	斋崇综漂膘标棕捺察赊际襟
盖	磕蓝盏篮滥监尽篇瘟卢盆仑溢法怯
蒸	拯煎蕉芜燕淡葵庶蘸苏永葬蔗痰氮兰茅漾
苍	疮枪沧抢呛仓舱茶养食荷创
蜜	虫密萤强虫搔骚闽蚤蛔蛙蛀蛆蚯蛇蚊蚓蚪蚌蚣
蜻	虫晴清情精靖睛猜蚌蝴虫蝠蜗请螟蛤蚣蛆蚯
蜘	虫蚯蜗蛤虫蝴蚓蛔蚊蛉蜓虾蛙蛀蛆蚪蚌蝇蜈
蚀	虫饵饼饲饿饮饥饺饱肴饭饰馁
裳	当棠掌尝常党尚赏堂衣依裁肖当袁制装袋袭膛敞挡档
褂	挂卦街畦桂挂娃佳鞋蛙闺封涯崖
裹	衰果裸棵课巢还禀萎回困
裸	棵果里袖裹课由巢困栗油抽栗捆申笛
制	裂裁依装袋袭衣裳制前箭
诵	通讯详诅桶讨订计诬诚话询课谁蛹注咏
志	诗认读诫谈试谍谓讼谊谅请谋诺谒讲
语	梧晤捂悟误讳谋谭诬评讶订
诬	订谁评诅讶许计课详询注词诈诉诀记讨
认	志诫试讼记诗谈谍谓谬识询词诈讨计
诫	试诺讼志认诗谈谍谓谋谎谱识诚咏
誓	誉哲这譬警唁信言谅谜逝折谆浙计让
误	娱语蜈设志认诫试诗诡谊谅谈谆请讳谋
说	锐诈脱记悦计讼诬该详诚话询课谁蜕注咏评词
诲	论诊侮讹梅晦海悔识诫谓讼谁许
诱	透诈设志认诫诗诡谈诊谋谍谓讼
豪	高亭膏嚎毫壕京亮享烹蒿篙搞逞停镐
貌	藐捣笆皂脾脉肥白巴皆迫柏爬泊拍怕帕把吧伯腺楷绝揩
宾	滨缤鬓富宣宗完宇士汤寡容家室定穴
赊	际败蒜察贝贼赋贱膘贮贬棕捺崇综漂赂赔赐标购
赫	吓赤赦倒斗小测喇涮侧咧例亦闹厕前
赵	趟赴走越起俏赶超趣趁趋销梢陡消捎悄峭哨
赶	焊杆捍悍秆走赴超赵越起趣趁趋趟旱但干陡
辅	轰铺补脯轩浦捕哺轧博车圃轴软轨
轻	经径茎氢轰辐轩辆车轮辑输辖辕转轧
挽	晚挽娩轰冕软逸冤轧轨车轴轩免兔
辣	辨辛办瓣辫辩锌速宰辟辞滓辜僻避薛
远	猿辕园哀袁逞造迎褒衷嬉结台周禀周吉
逊	孙孤吼系县孔系孩迎洁悬玄
遣	遗逃止溃尽啃扯址啡步正肯企逼过蜗这逗造涉歧怔跳
遥	摇谣淘掏陶萄运缺缸坛敌离罐周
递	彪虎唬号密造彤遍逸透逢边追秘迫返近必
鄙	部啊郑郭都郊郎郁邦那邢
酵	醇酷酪醉醋酥酗酸醒酝酿酣丑配酌
酸	梭峻唆俊竣骏酪酬酷醋酵醇醉醒酝酿酣酥酗丑
酷	酪酥丑醋酵酸醇醉醒酝酿酣酗配酌
银	退根恨痕眼限狠跟艰很腿褪堰良宴
